C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_25_659.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_25_659.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_25_659.jpg, 0, 0, 0, 7.807749E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_25_759.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_25_759.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_25_759.jpg, 0, 0, 0, 7.770828E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_25_860.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_25_860.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_25_860.jpg, 0, 0, 0, 7.825236E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_25_964.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_25_964.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_25_964.jpg, 0, 0, 0, 7.813385E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_065.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_065.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_065.jpg, 0, 0, 0, 8.080869E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_165.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_165.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_165.jpg, 0, 0, 0, 7.869808E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_269.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_269.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_269.jpg, 0, 0, 0, 8.153349E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_372.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_372.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_372.jpg, 0, 0, 0, 7.825075E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_474.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_474.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_474.jpg, 0, 0, 0, 8.399294E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_574.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_574.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_574.jpg, 0, 0, 0, 8.440178E-05
C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\center_2020_06_13_19_40_26_677.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\left_2020_06_13_19_40_26_677.jpg, C:\Users\DELL\Documents\Self_driving\Autonomous_car\data\IMG\right_2020_06_13_19_40_26_677.jpg, 0, 0, 0, 8.040887E-05
